,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
154,07-10,,,,0.197,0.173,,,,,0.199,,,,3.917,0.275,,,0.327,,0.394,,,,,,0.337,,,,,0.0,0.185,0.199,1.506333333333333,0.394,0.337
155,07-11,,,,0.198,0.173,,,,,0.2,,,,0.325,0.275,,,0.327,,0.394,,,,,,0.337,,,,,0.0,0.1855,0.2,0.309,0.394,0.337
156,07-12,,,,0.198,0.173,,,,,0.199,,,,0.325,0.275,,,0.326,,0.394,,,,,,0.337,,,,,0.2,0.1855,0.199,0.3086666666666667,0.394,0.337
157,07-13,,,,0.197,0.174,,,,,0.199,,,,0.324,0.274,,,0.326,,0.394,,,,,,0.337,,,,,0.0,0.1855,0.199,0.3080000000000001,0.394,0.337
158,07-14,,,,0.197,0.173,,,,,0.198,,,,0.324,0.275,,,0.325,,0.394,,,,,,0.337,,,,,0.0,0.185,0.198,0.308,0.394,0.337
159,07-15,,,,0.197,0.172,,,,,0.197,,,,0.323,0.273,,,0.325,,0.394,,,,,,0.337,,,,,0.0,0.1845,0.197,0.307,0.394,0.337
160,07-16,,,,0.195,0.171,,,,,0.195,,,,0.322,0.273,,,0.324,,0.394,,,,,,0.337,,,,,0.0,0.183,0.195,0.3063333333333333,0.394,0.337
161,07-17,,,,0.194,0.169,,,,,0.195,,,,0.321,0.271,,,0.323,,0.394,,,,,,0.336,,,,,0.0,0.1815,0.195,0.305,0.394,0.336
162,07-18,,,,0.193,0.168,,,,,0.194,,,,0.32,0.269,,,0.322,,0.393,,,,,,0.337,,,,,0.0,0.1805,0.194,0.3036666666666667,0.393,0.337
163,07-19,,,,0.192,0.168,,,,,0.194,,,,0.318,0.265,,,0.32,,0.393,,,,,,0.336,,,,,0.0,0.18,0.194,0.301,0.393,0.336
164,07-20,,,,0.19,0.166,,,,,0.194,,,,0.317,0.262,,,0.318,,0.393,,,,,,0.336,,,,,0.0,0.178,0.194,0.299,0.393,0.336
165,07-21,,,,0.19,0.165,,,,,0.193,,,,0.316,0.258,,,0.316,,0.393,,,,,,0.336,,,,,0.0,0.1775,0.193,0.2966666666666667,0.393,0.336
166,07-22,,,,0.189,0.164,,,,,0.192,,,,0.314,0.256,,,0.314,,0.393,,,,,,0.336,,,,,0.0,0.1765,0.192,0.2946666666666667,0.393,0.336
167,07-23,,,,0.189,0.165,,,,,0.192,,,,0.312,0.252,,,0.312,,0.394,,,,,,0.336,,,,,0.0,0.177,0.192,0.292,0.394,0.336
168,08-00,,,,0.189,0.164,,,,,0.192,,,,0.311,0.249,,,0.31,,0.394,,,,,,0.336,,,,,0.0,0.1765,0.192,0.29,0.394,0.336
169,08-01,,,,0.189,0.165,,,,,0.192,,,,0.309,0.246,,,0.309,,0.393,,,,,,0.336,,,,,0.0,0.177,0.192,0.288,0.393,0.336
170,08-02,,,,0.19,0.165,,,,,0.192,,,,0.308,0.245,,,0.307,,0.394,,,,,,0.336,,,,,0.0,0.1775,0.192,0.2866666666666666,0.394,0.336
171,08-03,,,,0.189,0.165,,,,,0.192,,,,0.307,0.243,,,0.307,,0.393,,,,,,0.337,,,,,0.0,0.177,0.192,0.2856666666666667,0.393,0.337
172,08-04,,,,0.19,0.165,,,,,0.192,,,,0.306,0.242,,,0.306,,0.393,,,,,,0.336,,,,,0.0,0.1775,0.192,0.2846666666666667,0.393,0.336
173,08-05,,,,0.19,0.165,,,,,0.193,,,,0.305,0.24,,,0.307,,0.394,,,,,,0.337,,,,,0.0,0.1775,0.193,0.284,0.394,0.337
174,08-06,,,,0.19,0.165,,,,,0.192,,,,0.305,0.239,,,0.305,,0.393,,,,,,0.337,,,,,0.0,0.1775,0.192,0.283,0.393,0.337
175,08-07,,,,0.19,0.165,,,,,0.193,,,,0.304,0.24,,,0.305,,0.394,,,,,,0.336,,,,,0.0,0.1775,0.193,0.283,0.394,0.336
176,08-08,,,,0.19,0.166,,,,,0.192,,,,0.304,0.238,,,0.305,,0.393,,,,,,0.337,,,,,0.0,0.178,0.192,0.2823333333333333,0.393,0.337
177,08-09,,,,0.19,0.166,,,,,0.193,,,,0.304,0.238,,,0.305,,0.393,,,,,,0.336,,,,,0.0,0.178,0.193,0.2823333333333333,0.393,0.336
178,08-10,,,,0.19,0.166,,,,,0.193,,,,0.303,0.238,,,0.305,,0.394,,,,,,0.336,,,,,0.0,0.178,0.193,0.282,0.394,0.336
179,08-11,,,,0.19,0.166,,,,,0.193,,,,0.304,0.237,,,0.304,,0.394,,,,,,0.336,,,,,0.0,0.178,0.193,0.2816666666666667,0.394,0.336
180,08-12,,,,0.19,0.165,,,,,0.193,,,,0.303,0.236,,,0.304,,0.393,,,,,,0.337,,,,,0.0,0.1775,0.193,0.281,0.393,0.337
181,08-13,,,,0.19,0.166,,,,,0.193,,,,0.302,0.236,,,0.303,,0.393,,,,,,0.337,,,,,0.0,0.178,0.193,0.2803333333333333,0.393,0.337
182,08-14,,,,0.189,0.164,,,,,0.192,,,,0.3,0.235,,,0.302,,0.393,,,,,,0.337,,,,,0.0,0.1765,0.192,0.279,0.393,0.337
183,08-15,,,,0.188,0.164,,,,,0.192,,,,0.299,0.233,,,0.3,,0.393,,,,,,0.337,,,,,0.0,0.176,0.192,0.2773333333333334,0.393,0.337
184,08-16,,,,0.187,0.162,,,,,0.192,,,,0.296,0.231,,,0.296,,0.394,,,,,,0.337,,,,,0.0,0.1745,0.192,0.2743333333333333,0.394,0.337
185,08-17,,,,0.186,0.161,,,,,0.19,,,,0.292,0.23,,,0.293,,0.393,,,,,,0.336,,,,,0.0,0.1735,0.19,0.2716666666666667,0.393,0.336
186,08-18,,,,0.184,0.159,,,,,0.19,,,,0.289,0.226,,,0.29,,0.394,,,,,,0.337,,,,,0.0,0.1715,0.19,0.2683333333333333,0.394,0.337
187,08-19,,,,0.182,0.157,,,,,0.189,,,,0.288,0.223,,,0.287,,0.393,,,,,,0.336,,,,,0.0,0.1695,0.189,0.266,0.393,0.336
188,08-20,,,,0.181,0.156,,,,,0.188,,,,0.286,0.22,,,0.285,,0.393,,,,,,0.337,,,,,0.0,0.1685,0.188,0.2636666666666667,0.393,0.337
189,08-21,,,,0.181,0.155,,,,,0.187,,,,0.283,0.217,,,0.283,,0.393,,,,,,0.336,,,,,0.0,0.168,0.187,0.261,0.393,0.336
190,08-22,,,,1.673,,,,,,1.721,,,,0.281,0.216,,,0.281,,0.393,,,,,,3.116,,,,,0.0,1.673,1.721,0.2593333333333334,0.393,3.116
191,08-23,,,,0.18,0.154,,,,,0.186,,,,0.28,0.213,,,0.28,,0.393,,,,,,0.336,,,,,0.0,0.167,0.186,0.2576666666666667,0.393,0.336
192,09-00,,,,0.181,0.154,,,,,0.186,,,,0.278,0.212,,,0.28,,0.393,,,,,,0.336,,,,,0.0,0.1675,0.186,0.2566666666666667,0.393,0.336
193,09-01,,,,0.181,0.155,,,,,0.186,,,,0.278,0.211,,,0.279,,0.393,,,,,,0.336,,,,,0.0,0.168,0.186,0.256,0.393,0.336
194,09-02,,,,0.181,0.154,,,,,0.186,,,,0.277,0.21,,,0.279,,0.393,,,,,,0.336,,,,,0.0,0.1675,0.186,0.2553333333333334,0.393,0.336
195,09-03,,,,0.181,0.154,,,,,0.187,,,,0.277,0.21,,,0.278,,0.393,,,,,,0.337,,,,,0.0,0.1675,0.187,0.255,0.393,0.337
196,09-04,,,,0.181,0.154,,,,,0.187,,,,0.277,0.21,,,0.278,,0.393,,,,,,0.336,,,,,0.0,0.1675,0.187,0.255,0.393,0.336
197,09-05,,,,0.181,0.154,,,,,0.187,,,,0.277,0.21,,,0.278,,0.393,,,,,,0.336,,,,,0.0,0.1675,0.187,0.255,0.393,0.336
198,09-06,,,,0.181,0.155,,,,,0.187,,,,0.276,0.209,,,0.279,,0.393,,,,,,0.337,,,,,0.0,0.168,0.187,0.2546666666666667,0.393,0.337
199,09-07,,,,0.181,0.155,,,,,0.186,,,,0.276,0.21,,,0.278,,0.393,,,,,,0.337,,,,,0.0,0.168,0.186,0.2546666666666667,0.393,0.337
200,09-08,,,,0.181,0.155,,,,,0.187,,,,0.277,0.209,,,0.278,,0.393,,,,,,0.336,,,,,0.0,0.168,0.187,0.2546666666666667,0.393,0.336
201,09-09,,,,0.181,0.156,,,,,0.187,,,,0.276,0.21,,,0.278,,0.393,,,,,,0.336,,,,,0.0,0.1685,0.187,0.2546666666666667,0.393,0.336
202,09-10,,,,0.181,0.156,,,,,0.187,,,,0.276,0.209,,,0.278,,0.393,,,,,,0.336,,,,,0.0,0.1685,0.187,0.2543333333333334,0.393,0.336
203,09-11,,,,0.182,0.156,,,,,0.187,,,,0.276,0.209,,,0.278,,0.393,,,,,,0.336,,,,,0.0,0.169,0.187,0.2543333333333334,0.393,0.336
204,09-12,,,,1.683,0.156,,,,,1.866,,,,,0.208,,,0.277,,,,,,,,3.108,,,,,0.0,0.9195,1.866,0.2425,,3.108
205,09-13,,,,0.181,0.155,,,,,0.187,,,,0.276,0.209,,,0.277,,0.393,,,,,,0.336,,,,,0.0,0.168,0.187,0.254,0.393,0.336
206,09-14,,,,0.181,0.155,,,,,0.186,,,,0.274,0.207,,,0.277,,0.393,,,,,,0.336,,,,,0.0,0.168,0.186,0.2526666666666667,0.393,0.336
207,09-15,,,,0.18,0.154,,,,,0.186,,,,0.273,0.206,,,0.275,,0.393,,,,,,0.336,,,,,0.0,0.167,0.186,0.2513333333333334,0.393,0.336
208,09-16,,,,0.179,0.153,,,,,0.185,,,,0.271,0.205,,,0.274,,0.393,,,,,,0.337,,,,,0.0,0.166,0.185,0.25,0.393,0.337
209,09-17,,,,0.177,0.151,,,,,0.184,,,,0.269,0.203,,,0.271,,0.393,,,,,,0.336,,,,,0.0,0.164,0.184,0.2476666666666667,0.393,0.336
210,09-18,,,,0.176,0.149,,,,,0.182,,,,0.267,0.2,,,0.27,,0.393,,,,,,0.337,,,,,0.0,0.1625,0.182,0.2456666666666667,0.393,0.337
211,09-19,,,,0.175,0.148,,,,,0.181,,,,0.263,0.199,,,0.266,,0.393,,,,,,0.336,,,,,0.0,0.1615,0.181,0.2426666666666667,0.393,0.336
212,09-20,,,,0.174,0.148,,,,,0.18,,,,0.261,0.197,,,0.264,,0.393,,,,,,0.336,,,,,0.0,0.161,0.18,0.2406666666666667,0.393,0.336
213,09-21,,,,0.173,0.147,,,,,0.179,,,,0.258,0.194,,,0.261,,0.393,,,,,,0.336,,,,,0.0,0.16,0.179,0.2376666666666667,0.393,0.336
214,09-22,,,,0.173,0.145,,,,,0.179,,,,0.256,0.194,,,0.26,,0.393,,,,,,0.336,,,,,0.0,0.159,0.179,0.2366666666666667,0.393,0.336
215,09-23,,,,0.174,0.145,,,,,0.179,0.15,,,2.304,0.192,,,0.258,,3.527,,,,,,0.336,,,,,0.0,0.1595,0.1645,0.918,3.527,0.336
216,10-00,,,,0.173,0.145,,,,,0.179,0.152,,,0.254,0.192,,,0.256,,0.393,,,,,,0.336,,,,,0.0,0.159,0.1655,0.234,0.393,0.336
217,10-01,,,,0.174,0.145,,,,,0.179,,,,0.253,0.19,,,0.256,,0.393,,,,,,0.336,,,,,0.0,0.1595,0.179,0.233,0.393,0.336
218,10-02,,,,0.174,0.146,,,,,0.179,0.152,,,0.252,0.19,,,0.255,,0.393,,,,,,,,,,,0.0,0.16,0.1655,0.2323333333333334,0.393,
219,10-03,,,,0.174,0.146,,,,,0.179,0.153,,,0.251,0.19,,,2.349,,0.393,,,,,,1.341,,,,,0.0,0.16,0.166,0.93,0.393,1.341
220,10-04,,,,1.561,,,,,,1.607,,,,2.426,0.189,,,0.254,,3.527,,,,,,3.25,,,,,0.0,1.561,1.607,0.9563333333333334,3.527,3.25
221,10-05,,,,0.174,0.147,,,,,0.179,0.152,,,4.377,0.19,,,2.332,,,,,,,,3.117,,,,,0.0,0.1605,0.1655,2.299666666666667,,3.117
222,10-06,,,,,0.148,,,,,0.179,,,,0.251,0.19,,,0.253,,,,,,,,,,,,,0.0,0.148,0.179,0.2313333333333333,,
223,10-07,,,,0.653,0.148,,,,,0.179,0.151,,,4.41,0.19,,,0.253,,,,,,,,3.937,,,,,0.0,0.4005,0.165,1.617666666666667,,3.937
224,10-08,,,,0.174,0.148,,,,,0.179,0.151,,,0.252,0.19,,,0.253,,0.393,,,,,,0.336,,,,,0.0,0.161,0.165,0.2316666666666667,0.393,0.336
225,10-09,,,,0.174,0.147,,,,,0.179,,,,0.251,0.189,,,0.253,,0.393,,,,,,0.336,,,,,0.0,0.1605,0.179,0.231,0.393,0.336
226,10-10,,,,0.174,0.147,,,,,0.18,0.152,,,0.251,0.19,,,0.254,,,,,,,,0.336,,,,,0.0,0.1605,0.166,0.2316666666666667,,0.336
227,10-11,,,,4.489,0.148,,,,,4.618,,,,,0.19,,,0.253,,4.716,,,,,,3.369,,,,,0.0,2.3185,4.618,0.2215,4.716,3.369
228,10-12,,,,1.562,0.148,,,,,1.665,,,,0.939,0.19,,,0.253,,3.527,,,,,,3.024,,,,,0.0,0.855,1.665,0.4606666666666667,3.527,3.024
229,10-13,,,,0.174,0.148,,,,,0.179,,,,2.313,0.189,,,0.253,,0.393,,,,,,0.336,,,,,0.0,0.161,0.179,0.9183333333333334,0.393,0.336
230,10-14,,,,0.174,0.147,,,,,0.179,,,,2.312,0.189,,,0.252,,0.393,,,,,,0.336,,,,,0.0,0.1605,0.179,0.9176666666666667,0.393,0.336
231,10-15,,,,0.173,0.146,,,,,0.179,0.151,,,0.248,0.189,,,0.25,,0.393,,,,,,0.336,,,,,0.0,0.1595,0.165,0.229,0.393,0.336
232,10-16,,,,0.172,0.145,,,,,0.178,,,,,0.186,,,2.319,,,,,,,,0.336,,,,,0.0,0.1585,0.178,1.2525,,0.336
233,10-17,,,,0.171,0.143,,,,,1.628,,,,,0.183,,,0.246,,4.608,,,,,,0.336,,,,,0.0,0.157,1.628,0.2145,4.608,0.336
234,10-18,,,,0.169,0.141,,,,,0.174,,,,2.23,0.183,,,0.244,,3.636,,,,,,0.336,,,,,0.0,0.155,0.174,0.8856666666666667,3.636,0.336
235,10-19,,,,0.168,0.139,,,,,,,,,,,,,2.305,,3.93,,,,,,0.336,,,,,0.0,0.1535,,2.305,3.93,0.336
236,10-20,,,,0.167,0.139,,,,,0.639,,,,,0.179,,,0.24,,3.635,,,,,,0.336,,,,,0.0,0.153,0.639,0.2095,3.635,0.336
237,10-21,,,,0.167,0.138,,,,,1.557,0.143,,,,0.178,,,0.239,,,,,,,,0.336,,,,,0.0,0.1525,0.85,0.2085,,0.336
238,10-22,,,,0.167,0.138,,,,,0.169,0.144,,,0.236,0.177,,,0.238,,0.393,,,,,,0.336,,,,,0.0,0.1525,0.1565,0.217,0.393,0.336
239,10-23,,,,0.167,0.137,,,,,0.169,,,,0.236,0.175,,,0.237,,0.393,,,,,,0.336,,,,,0.0,0.152,0.169,0.216,0.393,0.336
240,11-00,,,,0.167,0.138,,,,,0.169,,,,4.121,0.175,,,0.236,,3.635,,,,,,0.336,,,,,0.0,0.1525,0.169,1.510666666666667,3.635,0.336
241,11-01,,,,0.167,0.138,,,,,1.672,,,,,0.175,,,2.183,,0.393,,,,,,0.336,,,,,0.0,0.1525,1.672,1.179,0.393,0.336
242,11-02,,,,0.167,0.138,,,,,0.169,0.144,,,2.165,0.174,,,2.183,,0.393,,,,,,0.336,,,,,0.0,0.1525,0.1565,1.507333333333333,0.393,0.336
243,11-03,,,,0.168,0.14,,,,,0.17,0.144,,,2.173,0.175,,,2.175,,0.393,,,,,,0.335,,,,,0.0,0.154,0.157,1.507666666666666,0.393,0.335
244,11-04,,,,1.67,0.14,,,,,1.573,,,,4.015,0.174,,,0.236,,3.93,,,,,,3.099,,,,,0.0,0.905,1.573,1.475,3.93,3.099
245,11-05,,,,0.168,0.14,,,,,0.17,,,,4.809,0.174,,,0.236,,3.635,,,,,,0.336,,,,,0.0,0.154,0.17,1.739666666666667,3.635,0.336
246,11-06,,,,1.554,0.14,,,,,0.169,,,,,0.173,,,0.235,,3.635,,,,,,3.108,,,,,0.0,0.847,0.169,0.204,3.635,3.108
247,11-07,,,,1.516,0.14,,,,,1.51,,,,0.879,0.174,,,0.235,,0.393,,,,,,0.335,,,,,0.0,0.8280000000000001,1.51,0.4293333333333333,0.393,0.335
248,11-08,,,,0.168,0.14,,,,,0.17,0.145,,,0.234,0.174,,,0.235,,0.393,,,,,,0.336,,,,,0.0,0.154,0.1575,0.2143333333333333,0.393,0.336
249,11-09,,,,0.168,0.14,,,,,0.171,0.145,,,0.234,0.175,,,0.235,,0.393,,,,,,0.335,,,,,0.0,0.154,0.158,0.2146666666666667,0.393,0.335
250,11-10,,,,0.168,0.14,,,,,0.171,0.145,,,0.234,0.175,,,,,0.393,,,,,,0.336,,,,,0.0,0.154,0.158,0.2045,0.393,0.336
251,11-11,,,,0.168,0.14,,,,,0.172,0.143,,,4.194,0.175,,,0.879,,0.393,,,,,,0.336,,,,,0.0,0.154,0.1575,1.749333333333333,0.393,0.336
252,11-12,,,,0.168,0.14,,,,,0.172,,,,0.235,0.175,,,2.183,,0.393,,,,,,0.336,,,,,0.0,0.154,0.172,0.8643333333333333,0.393,0.336
253,11-13,,,,0.168,0.14,,,,,0.171,0.145,,,0.234,0.174,,,0.235,,0.393,,,,,,0.335,,,,,0.0,0.154,0.158,0.2143333333333333,0.393,0.335
254,11-14,,,,0.168,0.141,,,,,1.62,,,,2.173,0.174,,,0.235,,0.393,,,,,,0.336,,,,,0.0,0.1545,1.62,0.8606666666666666,0.393,0.336
255,11-15,,,,0.168,0.14,,,,,0.171,,,,4.348,0.175,,,0.235,,,,,,,,0.335,,,,,0.0,0.154,0.171,1.586,,0.335
256,11-16,,,,1.72,0.139,,,,,1.751,0.141,,,4.005,0.174,,,0.235,,0.392,,,,,,3.191,,,,,0.0,0.9295,0.946,1.471333333333334,0.392,3.191
257,11-17,,,,0.166,0.137,,,,,0.168,0.142,,,2.291,0.173,,,0.234,,3.911,,,,,,0.336,,,,,0.0,0.1515,0.155,0.8993333333333333,3.911,0.336
258,11-18,,,,0.164,0.135,,,,,0.166,,,,3.998,0.17,,,2.154,,0.392,,,,,,0.335,,,,,0.0,0.1495,0.166,2.107333333333334,0.392,0.335
259,11-19,,,,1.498,0.134,,,,,1.525,0.137,,,2.09,0.169,,,0.23,,3.733,,,,,,,,,,,0.0,0.8160000000000001,0.831,0.8296666666666667,3.733,
260,11-20,,,,1.48,0.132,,,,,2.836,0.136,,,2.25,0.167,,,0.229,,,,,,,,3.35,,,,,0.0,0.806,1.486,0.882,,3.35
261,11-21,,,,0.159,,,,,,0.16,0.135,,,0.222,0.165,,,2.154,,0.391,,,,,,0.335,,,,,0.0,0.159,0.1475,0.847,0.391,0.335
262,11-22,,,,0.159,,,,,,0.159,,,,0.22,0.164,,,0.226,,0.391,,,,,,0.335,,,,,0.0,0.159,0.159,0.2033333333333333,0.391,0.335
263,11-23,,,,0.159,,,,,,1.461,0.135,,,0.22,0.163,,,0.225,,0.391,,,,,,0.335,,,,,0.0,0.159,0.798,0.2026666666666667,0.391,0.335
264,12-00,,,,0.16,0.13,,,,,0.158,,,,0.219,0.162,,,0.224,,0.391,,,,,,0.335,,,,,0.0,0.145,0.158,0.2016666666666667,0.391,0.335
265,12-01,,,,0.16,0.131,,,,,0.159,0.136,,,0.218,0.162,,,0.224,,0.391,,,,,,0.335,,,,,0.0,0.1455,0.1475,0.2013333333333333,0.391,0.335
266,12-02,,,,0.16,0.13,,,,,0.159,0.135,,,0.219,0.161,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.145,0.147,0.201,0.391,0.335
267,12-03,,,,0.16,0.132,,,,,0.159,0.136,,,0.218,0.161,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.146,0.1475,0.2006666666666667,0.391,0.335
268,12-04,,,,0.16,0.131,,,,,0.16,0.138,,,0.217,0.16,,,0.224,,0.391,,,,,,0.335,,,,,0.0,0.1455,0.149,0.2003333333333333,0.391,0.335
269,12-05,,,,0.16,0.132,,,,,0.159,0.137,,,0.217,0.161,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.146,0.148,0.2003333333333333,0.391,0.335
270,12-06,,,,0.161,0.132,,,,,0.16,0.137,,,0.218,0.16,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.1465,0.1485,0.2003333333333333,0.391,0.335
271,12-07,,,,0.161,0.133,,,,,0.161,0.137,,,0.217,0.161,,,0.222,,0.391,,,,,,0.335,,,,,0.0,0.147,0.149,0.2,0.391,0.335
272,12-08,,,,0.161,0.133,,,,,0.16,0.137,,,0.218,0.162,,,0.224,,0.391,,,,,,0.335,,,,,0.0,0.147,0.1485,0.2013333333333333,0.391,0.335
273,12-09,,,,0.162,0.133,,,,,0.161,0.137,,,0.217,0.162,,,0.222,,0.391,,,,,,0.335,,,,,0.0,0.1475,0.149,0.2003333333333333,0.391,0.335
274,12-10,,,,0.162,0.134,,,,,0.161,0.137,,,0.219,0.162,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.148,0.149,0.2013333333333333,0.391,0.335
275,12-11,,,,0.162,0.133,,,,,0.161,0.137,,,0.219,0.162,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.1475,0.149,0.2013333333333333,0.391,0.335
276,12-12,,,,0.162,0.134,,,,,0.162,0.137,,,0.218,0.162,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.148,0.1495,0.201,0.391,0.335
277,12-13,,,,0.162,0.133,,,,,0.161,0.137,,,0.218,0.162,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.1475,0.149,0.201,0.391,0.335
278,12-14,,,,0.161,0.133,,,,,0.161,,,,0.218,0.161,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.147,0.161,0.2006666666666667,0.391,0.335
279,12-15,,,,0.161,,,,,,0.16,0.135,,,2.015,0.16,,,0.223,,0.391,,,,,,0.335,,,,,0.0,0.161,0.1475,0.7993333333333333,0.391,0.335
280,12-16,,,,0.16,,,,,,0.159,0.135,,,1.981,0.16,,,0.221,,3.617,,,,,,0.335,,,,,0.0,0.16,0.147,0.7873333333333333,3.617,0.335
281,12-17,,,,0.159,,,,,,0.158,0.134,,,0.214,0.159,,,0.221,,0.391,,,,,,0.335,,,,,0.0,0.159,0.146,0.198,0.391,0.335
282,12-18,,,,0.157,,,,,,0.154,0.132,,,0.212,0.157,,,0.22,,0.391,,,,,,0.335,,,,,0.0,0.157,0.143,0.1963333333333333,0.391,0.335
283,12-19,,,,0.155,,,,,,0.152,0.131,,,0.211,0.155,,,0.218,,0.391,,,,,,0.336,,,,,0.0,0.155,0.1415,0.1946666666666667,0.391,0.336
284,12-20,,,,0.153,,,,,,0.151,0.129,,,0.208,0.154,,,0.216,,0.39,,,,,,0.335,,,,,0.0,0.153,0.14,0.1926666666666667,0.39,0.335
285,12-21,,,,0.153,,,,,,0.151,0.128,,,0.207,0.153,,,0.215,,0.39,,,,,,0.335,,,,,0.0,0.153,0.1395,0.1916666666666667,0.39,0.335
286,12-22,,,,0.151,,,,,,0.15,0.127,,,0.206,0.153,,,0.213,,0.39,,,,,,0.335,,,,,0.0,0.151,0.1385,0.1906666666666667,0.39,0.335
287,12-23,,,,0.152,,,,,,0.15,0.128,,,0.205,0.152,,,1.961,,0.39,,,,,,0.335,,,,,0.0,0.152,0.139,0.7726666666666667,0.39,0.335
288,13-00,,,,0.152,,,,,,0.15,0.129,,,0.205,0.151,,,0.211,,0.39,,,,,,0.335,,,,,0.0,0.152,0.1395,0.189,0.39,0.335
289,13-01,,,,0.153,,,,,,0.15,0.128,,,0.205,0.151,,,0.21,,0.39,,,,,,0.334,,,,,0.0,0.153,0.139,0.1886666666666666,0.39,0.334
290,13-02,,,,0.153,,,,,,0.15,,,,0.204,0.151,,,0.211,,0.39,,,,,,0.335,,,,,0.0,0.153,0.15,0.1886666666666666,0.39,0.335
291,13-03,,,,1.374,,,,,,1.355,,,,0.205,0.151,,,0.21,,0.39,,,,,,3.258,,,,,0.0,1.374,1.355,0.1886666666666666,0.39,3.258
292,13-04,,,,0.154,,,,,,0.15,,,,,0.15,,,0.21,,3.607,,,,,,0.335,,,,,0.0,0.154,0.15,0.18,3.607,0.335
293,13-05,,,,1.425,,,,,,2.642,,,,2.452,0.151,,,,,3.607,,,,,,3.099,,,,,0.0,1.425,2.642,1.3015,3.607,3.099
294,13-06,,,,0.155,,,,,,0.151,,,,0.204,0.151,,,0.787,,0.39,,,,,,0.335,,,,,0.0,0.155,0.151,0.3806666666666667,0.39,0.335
295,13-07,,,,0.155,,,,,,0.151,,,,0.205,0.151,,,0.21,,0.39,,,,,,0.335,,,,,0.0,0.155,0.151,0.1886666666666666,0.39,0.335
296,13-08,,,,0.155,,,,,,0.15,0.13,,,0.205,0.151,,,0.211,,0.39,,,,,,0.335,,,,,0.0,0.155,0.14,0.189,0.39,0.335
297,13-09,,,,0.155,,,,,,0.151,0.129,,,0.205,0.151,,,0.21,,0.39,,,,,,0.335,,,,,0.0,0.155,0.14,0.1886666666666666,0.39,0.335
298,13-10,,,,0.155,,,,,,0.151,0.129,,,0.205,0.151,,,0.21,,0.389,,,,,,0.335,,,,,0.0,0.155,0.14,0.1886666666666666,0.389,0.335
299,13-11,,,,0.156,,,,,,0.151,0.13,,,0.204,0.15,,,0.209,,0.39,,,,,,0.335,,,,,0.0,0.156,0.1405,0.1876666666666666,0.39,0.335
300,13-12,,,,0.155,,,,,,0.15,,,,0.205,0.152,,,1.942,,0.389,,,,,,0.335,,,,,0.0,0.155,0.15,0.7663333333333333,0.389,0.335
301,13-13,,,,0.155,,,,,,0.151,0.13,,,0.205,0.151,,,0.209,,0.39,,,,,,0.335,,,,,0.0,0.155,0.1405,0.1883333333333333,0.39,0.335
302,13-14,,,,0.155,,,,,,0.151,0.129,,,0.204,0.151,,,0.209,,0.39,,,,,,0.335,,,,,0.0,0.155,0.14,0.188,0.39,0.335
303,13-15,,,,0.155,,,,,,0.151,0.129,,,0.204,0.15,,,0.209,,0.389,,,,,,0.335,,,,,0.0,0.155,0.14,0.1876666666666666,0.389,0.335
304,13-16,,,,0.153,,,,,,0.15,0.128,,,0.202,0.149,,,0.208,,0.389,,,,,,0.335,,,,,0.0,0.153,0.139,0.1863333333333333,0.389,0.335
305,13-17,,,,0.152,,,,,,0.15,0.128,,,0.201,0.149,,,0.206,,0.389,,,,,,0.335,,,,,0.0,0.152,0.139,0.1853333333333333,0.389,0.335
306,13-18,,,,0.15,,,,,,0.149,0.126,,,0.199,0.148,,,0.205,,0.39,,,,,,0.335,,,,,0.0,0.15,0.1375,0.184,0.39,0.335
307,13-19,,,,0.148,,,,,,0.148,0.124,,,0.197,0.147,,,0.203,,0.389,,,,,,0.335,,,,,0.0,0.148,0.136,0.1823333333333333,0.389,0.335
308,13-20,,,,0.146,,,,,,0.148,0.121,,,0.196,0.146,,,0.201,,0.388,,,,,,0.335,,,,,0.0,0.146,0.1345,0.181,0.388,0.335
309,13-21,,,,0.144,,,,,,0.147,0.121,,,0.194,0.144,,,0.2,,0.387,,,,,,0.335,,,,,0.0,0.144,0.134,0.1793333333333333,0.387,0.335
310,13-22,,,,0.143,,,,,,0.146,0.119,,,0.193,0.143,,,0.198,,0.386,,,,,,0.335,,,,,0.0,0.143,0.1325,0.178,0.386,0.335
