,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
24,02-00,,,,0.06,,,,,,0.093,,,,0.105,0.093,,,0.114,,0.151,,,,,,0.335,,,,,0.0,0.06,0.093,0.104,0.151,0.335
25,02-01,,,,0.06,,,,,,0.093,,,,0.105,0.091,,,0.114,,0.151,,,,,,0.334,,,,,0.0,0.06,0.093,0.1033333333333333,0.151,0.334
26,02-02,,,,0.06,0.021,,,,,0.093,,,,0.105,0.09,,,0.115,,0.151,,,,,,0.335,,,,,0.0,0.0405,0.093,0.1033333333333333,0.151,0.335
27,02-03,,,,0.556,,,,,,0.861,,,,0.98,0.092,,,0.115,,0.151,,,,,,3.107,,,,,0.0,0.556,0.861,0.3956666666666667,0.151,3.107
28,02-04,,,,0.061,,,,,,0.094,,,,1.855,0.092,,,0.115,,0.15,,,,,,0.335,,,,,0.0,0.061,0.094,0.6873333333333335,0.15,0.335
29,02-05,,,,0.061,,,,,,0.094,,,,0.106,0.093,,,0.115,,0.15,,,,,,0.335,,,,,0.0,0.061,0.094,0.1046666666666667,0.15,0.335
30,02-06,,,,0.061,,,,,,0.094,,,,,0.092,,,0.116,,1.396,,,,,,0.335,,,,,0.0,0.061,0.094,0.104,1.396,0.335
31,02-07,,,,0.061,,,,,,0.095,,,,0.401,0.093,,,0.116,,0.151,,,,,,0.335,,,,,0.0,0.061,0.095,0.2033333333333333,0.151,0.335
32,02-08,,,,0.061,,,,,,0.095,,,,0.107,0.093,,,0.116,,0.151,,,,,,0.335,,,,,0.0,0.061,0.095,0.1053333333333333,0.151,0.335
33,02-09,,,,0.061,,,,,,0.096,,,,0.108,0.092,,,0.117,,0.151,,,,,,0.335,,,,,0.0,0.061,0.096,0.1056666666666667,0.151,0.335
34,02-10,,,,0.061,,,,,,0.096,,,,0.11,0.092,,,0.117,,0.151,,,,,,0.335,,,,,0.2,0.061,0.096,0.1063333333333333,0.151,0.335
35,02-11,,,,0.061,,,,,,0.096,,,,0.11,0.092,,,0.117,,0.151,,,,,,0.335,,,,,0.0,0.061,0.096,0.1063333333333333,0.151,0.335
36,02-12,,,,0.061,,,,,,0.096,,,,0.111,0.093,,,0.117,,0.151,,,,,,0.336,,,,,0.0,0.061,0.096,0.107,0.151,0.336
37,02-13,,,,0.061,,,,,,0.096,,,,0.112,0.092,,,0.117,,0.151,,,,,,0.336,,,,,0.0,0.061,0.096,0.107,0.151,0.336
38,02-14,,,,0.061,,,,,,0.096,,,,0.111,0.093,,,0.117,,0.15,,,,,,0.336,,,,,0.0,0.061,0.096,0.107,0.15,0.336
39,02-15,,,,0.061,,,,,,0.096,,,,0.111,0.093,,,0.117,,0.15,,,,,,0.336,,,,,0.0,0.061,0.096,0.107,0.15,0.336
40,02-16,,,,0.061,,,,,,0.096,,,,0.962,0.093,,,0.116,,0.15,,,,,,0.336,,,,,0.0,0.061,0.096,0.3903333333333334,0.15,0.336
41,02-17,,,,0.06,,,,,,0.095,,,,0.989,0.092,,,0.115,,0.15,,,,,,0.336,,,,,0.0,0.06,0.095,0.3986666666666667,0.15,0.336
42,02-18,,,,0.059,,,,,,0.094,,,,0.105,0.091,,,0.113,,0.149,,,,,,0.336,,,,,0.0,0.059,0.094,0.103,0.149,0.336
43,02-19,,,,0.059,0.021,,,,,0.093,,,,0.105,0.09,,,0.112,,0.149,,,,,,0.336,,,,,0.0,0.04,0.093,0.1023333333333333,0.149,0.336
44,02-20,,,,0.057,0.023,,,,,0.092,,,,0.104,0.09,,,1.036,,0.148,,,,,,0.336,,,,,0.0,0.04,0.092,0.41,0.148,0.336
45,02-21,,,,0.056,,,,,,0.09,,,,,0.089,,,0.111,,,,,,,,,,,,,0.0,0.056,0.09,0.1,,
46,02-22,,,,0.056,,,,,,0.089,,,,0.386,0.09,,,0.111,,0.588,,,,,,1.26,,,,,0.0,0.056,0.089,0.1956666666666667,0.588,1.26
47,02-23,,,,0.502,,,,,,1.524,,,,0.953,0.09,,,0.111,,0.147,,,,,,3.023,,,,,0.0,0.502,1.524,0.3846666666666667,0.147,3.023
48,03-00,,,,0.518,,,,,,0.806,,,,1.039,0.09,,,0.111,,1.36,,,,,,3.36,,,,,0.0,0.518,0.806,0.4133333333333333,1.36,3.36
49,03-01,,,,0.056,,,,,,0.088,,,,0.953,0.089,,,0.111,,0.147,,,,,,0.336,,,,,0.4,0.056,0.088,0.3843333333333334,0.147,0.336
50,03-02,,,,0.056,,,,,,0.088,,,,0.953,0.09,,,0.111,,0.147,,,,,,0.336,,,,,0.0,0.056,0.088,0.3846666666666667,0.147,0.336
51,03-03,,,,0.056,,,,,,0.088,,,,0.104,0.091,,,0.111,,0.147,,,,,,0.336,,,,,0.0,0.056,0.088,0.102,0.147,0.336
52,03-04,,,,0.056,,,,,,0.088,,,,0.104,0.09,,,0.111,,0.147,,,,,,0.336,,,,,0.0,0.056,0.088,0.1016666666666667,0.147,0.336
53,03-05,,,,0.056,,,,,,0.089,,,,0.971,0.09,,,0.111,,0.147,,,,,,0.336,,,,,0.0,0.056,0.089,0.3906666666666667,0.147,0.336
54,03-06,,,,0.056,,,,,,0.089,,,,0.971,0.09,,,0.112,,0.147,,,,,,0.336,,,,,0.0,0.056,0.089,0.391,0.147,0.336
55,03-07,,,,0.056,,,,,,0.089,,,,0.105,0.09,,,0.112,,0.147,,,,,,0.336,,,,,0.0,0.056,0.089,0.1023333333333333,0.147,0.336
56,03-08,,,,0.518,,,,,,0.09,,,,0.105,0.089,,,0.112,,1.36,,,,,,3.108,,,,,0.0,0.518,0.09,0.102,1.36,3.108
57,03-09,,,,0.056,,,,,,0.09,,,,0.105,0.09,,,1.044,,0.147,,,,,,0.336,,,,,0.0,0.056,0.09,0.413,0.147,0.336
58,03-10,,,,0.503,,,,,,0.808,,,,0.105,0.09,,,0.112,,0.147,,,,,,0.336,,,,,0.0,0.503,0.808,0.1023333333333333,0.147,0.336
59,03-11,,,,0.056,,,,,,0.09,,,,0.105,0.09,,,0.112,,0.147,,,,,,0.336,,,,,0.0,0.056,0.09,0.1023333333333333,0.147,0.336
60,03-12,,,,0.518,,,,,,0.091,,,,0.105,0.09,,,0.113,,1.36,,,,,,3.117,,,,,0.0,0.518,0.091,0.1026666666666667,1.36,3.117
61,03-13,,,,0.056,,,,,,0.091,,,,0.106,0.09,,,0.112,,0.147,,,,,,0.337,,,,,0.0,0.056,0.091,0.1026666666666667,0.147,0.337
62,03-14,,,,0.056,,,,,,0.091,0.024,,,0.105,0.089,,,0.113,,0.147,,,,,,0.336,,,,,0.0,0.056,0.0575,0.1023333333333333,0.147,0.336
63,03-15,,,,0.056,,,,,,0.09,,,,0.105,0.089,,,0.112,,0.147,,,,,,0.336,,,,,0.0,0.056,0.09,0.102,0.147,0.336
64,03-16,,,,0.518,,,,,,0.832,,,,0.104,0.089,,,1.943,,1.351,,,,,,3.117,,,,,0.0,0.518,0.832,0.7120000000000001,1.351,3.117
65,03-17,,,,0.054,,,,,,0.088,,,,1.828,0.089,,,0.111,,0.145,,,,,,0.337,,,,,0.0,0.054,0.088,0.676,0.145,0.337
66,03-18,,,,0.054,,,,,,0.087,,,,0.953,0.089,,,0.111,,0.145,,,,,,0.336,,,,,0.0,0.054,0.087,0.3843333333333334,0.145,0.336
67,03-19,,,,0.053,0.021,,,,,0.085,,,,0.944,0.088,,,0.11,,0.144,,,,,,0.337,,,,,0.0,0.037,0.085,0.3806666666666667,0.144,0.337
68,03-20,,,,0.051,,,,,,0.084,0.022,,,1.947,0.088,,,1.1,,2.52,,,,,,,,,,,0.0,0.051,0.05300000000000001,1.045,2.52,
69,03-21,,,,0.051,,,,,,0.083,0.022,,,0.935,0.086,,,0.109,,0.144,,,,,,0.336,,,,,0.0,0.051,0.0525,0.3766666666666667,0.144,0.336
70,03-22,,,,0.472,,,,,,0.082,0.022,,,1.776,0.086,,,0.109,,2.511,,,,,,3.117,,,,,0.0,0.472,0.052,0.657,2.511,3.117
71,03-23,,,,0.471,0.021,,,,,0.749,0.021,,,0.907,0.087,,,1.0,,0.143,,,,,,0.337,,,,,0.0,0.246,0.385,0.6646666666666666,0.143,0.337
72,04-00,,,,0.051,,,,,,0.081,0.021,,,2.617,0.088,,,1.09,,2.503,,,,,,0.336,,,,,0.0,0.051,0.051,1.265,2.503,0.336
73,04-01,,,,0.051,,,,,,0.081,0.021,,,,0.088,,,0.109,,2.726,,,,,,0.336,,,,,0.4,0.051,0.051,0.0985,2.726,0.336
74,04-02,,,,0.05,0.021,,,,,0.081,0.021,,,1.224,0.088,,,0.109,,1.323,,,,,,3.108,,,,,0.0,0.0355,0.051,0.4736666666666667,1.323,3.108
75,04-03,,,,0.051,,,,,,0.081,0.021,,,0.102,0.09,,,0.11,,0.143,,,,,,0.337,,,,,0.0,0.051,0.051,0.1006666666666667,0.143,0.337
76,04-04,,,,0.051,,,,,,0.081,0.022,,,2.635,0.09,,,0.11,,2.52,,,,,,3.109,,,,,0.0,0.051,0.0515,0.9449999999999998,2.52,3.109
77,04-05,,,,0.051,,,,,,0.082,,,,0.952,0.09,,,0.11,,1.331,,,,,,0.337,,,,,0.0,0.051,0.082,0.3840000000000001,1.331,0.337
78,04-06,,,,0.051,,,,,,0.082,,,,,0.088,,,1.026,,,,,,,,3.117,,,,,0.0,0.051,0.082,0.557,,3.117
79,04-07,,,,0.051,,,,,,0.082,,,,3.768,0.087,,,0.11,,1.716,,,,,,0.337,,,,,0.0,0.051,0.082,1.321666666666667,1.716,0.337
80,04-08,,,,0.472,,,,,,0.768,,,,3.711,0.089,,,0.111,,3.73,,,,,,,,,,,0.0,0.472,0.768,1.303666666666667,3.73,
81,04-09,,,,0.051,,,,,,0.083,,,,,0.089,,,1.018,,,,,,,,0.337,,,,,0.0,0.051,0.083,0.5535,,0.337
82,04-10,,,,0.051,0.022,,,,,0.083,,,,3.794,0.087,,,1.027,,1.728,,,,,,0.337,,,,,0.0,0.0365,0.083,1.636,1.728,0.337
83,04-11,,,,0.48,0.022,,,,,0.768,,,,0.103,0.088,,,0.111,,0.144,,,,,,3.109,,,,,0.0,0.251,0.768,0.1006666666666667,0.144,3.109
84,04-12,,,,0.051,0.022,,,,,0.084,,,,0.104,0.089,,,0.111,,0.143,,,,,,0.337,,,,,0.0,0.0365,0.084,0.1013333333333333,0.143,0.337
85,04-13,,,,0.051,,,,,,0.084,,,,1.828,0.088,,,1.027,,0.144,,,,,,0.337,,,,,0.0,0.051,0.084,0.981,0.144,0.337
86,04-14,,,,0.472,0.023,,,,,0.084,,,,1.82,0.09,,,1.026,,1.323,,,,,,3.126,,,,,0.0,0.2475,0.084,0.9786666666666667,1.323,3.126
87,04-15,,,,0.051,0.022,,,,,0.084,,,,0.104,0.089,,,0.111,,0.143,,,,,,0.337,,,,,0.2,0.0365,0.084,0.1013333333333333,0.143,0.337
88,04-16,,,,0.051,,,,,,0.085,,,,,0.089,,,0.111,,,,,,,,3.117,,,,,0.0,0.051,0.085,0.1,,3.117
89,04-17,,,,0.051,0.02,,,,,0.083,,,,1.242,0.089,,,0.11,,1.716,,,,,,3.117,,,,,0.0,0.0355,0.083,0.4803333333333333,1.716,3.117
90,04-18,,,,0.05,0.018,,,,,0.082,,,,3.505,0.088,,,0.11,,1.353,,,,,,0.338,,,,,0.0,0.034,0.082,1.234333333333333,1.353,0.338
91,04-19,,,,0.049,,,,,,0.08,,,,3.792,0.086,,,1.017,,1.419,,,,,,3.379,,,,,0.0,0.049,0.08,1.631666666666667,1.419,3.379
92,04-20,,,,0.047,,,,,,0.077,0.024,,,1.784,0.087,,,0.108,,1.304,,,,,,0.337,,,,,0.0,0.047,0.0505,0.6596666666666667,1.304,0.337
93,04-21,,,,0.046,,,,,,0.075,,,,0.933,0.087,,,0.108,,1.295,,,,,,0.338,,,,,0.0,0.046,0.075,0.3760000000000001,1.295,0.338
94,04-22,,,,,,,,,,,,,,1.733,0.087,,,0.107,,0.14,,,,,,,,,,,0.0,,,0.6423333333333333,0.14,
95,04-23,,,,0.172,,,,,,0.278,,,,1.705,0.086,,,0.107,,2.395,,,,,,4.052,,,,,0.0,0.172,0.278,0.6326666666666667,2.395,4.052
96,05-00,,,,0.805,,,,,,0.074,,,,0.907,0.088,,,0.107,,2.458,,,,,,,,,,,0.0,0.805,0.074,0.3673333333333333,2.458,
97,05-01,,,,0.046,,,,,,0.074,,,,0.099,0.087,,,0.108,,0.139,,,,,,0.337,,,,,0.2,0.046,0.074,0.09799999999999999,0.139,0.337
98,05-02,,,,0.046,,,,,,0.073,,,,0.099,0.086,,,0.108,,0.14,,,,,,0.337,,,,,0.0,0.046,0.073,0.09766666666666667,0.14,0.337
99,05-03,,,,0.046,,,,,,0.074,,,,0.099,0.086,,,0.108,,0.139,,,,,,0.338,,,,,0.0,0.046,0.074,0.09766666666666667,0.139,0.338
100,05-04,,,,0.425,,,,,,0.684,,,,0.1,0.086,,,1.906,,0.139,,,,,,3.126,,,,,0.0,0.425,0.684,0.6973333333333334,0.139,3.126
101,05-05,,,,0.046,,,,,,0.074,,,,0.1,0.087,,,0.108,,0.14,,,,,,0.338,,,,,0.0,0.046,0.074,0.09833333333333333,0.14,0.338
102,05-06,,,,0.046,,,,,,0.074,,,,0.101,0.086,,,0.108,,0.139,,,,,,0.337,,,,,0.0,0.046,0.074,0.09833333333333333,0.139,0.337
103,05-07,,,,0.046,,,,,,0.074,,,,0.101,0.088,,,0.108,,0.14,,,,,,0.338,,,,,0.0,0.046,0.074,0.09899999999999999,0.14,0.338
104,05-08,,,,0.425,,,,,,0.684,,,,0.101,0.087,,,0.109,,0.14,,,,,,0.338,,,,,0.0,0.425,0.684,0.09899999999999999,0.14,0.338
105,05-09,,,,0.046,,,,,,0.074,,,,0.934,0.087,,,0.109,,0.139,,,,,,0.337,,,,,0.3,0.046,0.074,0.3766666666666667,0.139,0.337
106,05-10,,,,0.046,,,,,,0.074,,,,0.943,0.087,,,0.109,,1.295,,,,,,3.135,,,,,0.0,0.046,0.074,0.3796666666666667,1.295,3.135
107,05-11,,,,0.046,,,,,,0.074,,,,0.935,0.086,,,1.008,,0.139,,,,,,0.338,,,,,0.0,0.046,0.074,0.6763333333333333,0.139,0.338
108,05-12,,,,0.046,,,,,,0.074,,,,0.915,0.086,,,0.109,,1.248,,,,,,0.338,,,,,0.0,0.046,0.074,0.3700000000000001,1.248,0.338
109,05-13,,,,0.792,,,,,,0.664,,,,0.943,0.085,,,0.109,,1.287,,,,,,3.126,,,,,0.0,0.792,0.664,0.379,1.287,3.126
110,05-14,,,,0.046,,,,,,0.074,,,,,0.085,,,0.109,,,,,,,,0.338,,,,,0.0,0.046,0.074,0.097,,0.338
111,05-15,,,,0.046,,,,,,0.685,,,,,0.086,,,0.109,,1.668,,,,,,0.338,,,,,0.0,0.046,0.685,0.0975,1.668,0.338
112,05-16,,,,0.404,,,,,,0.664,,,,1.24,0.088,,,0.108,,1.324,,,,,,0.338,,,,,0.0,0.404,0.664,0.4786666666666667,1.324,0.338
113,05-17,,,,0.045,,,,,,0.073,,,,3.425,0.087,,,0.108,,1.285,,,,,,0.338,,,,,0.0,0.045,0.073,1.206666666666667,1.285,0.338
114,05-18,,,,0.044,,,,,,0.073,,,,0.099,0.087,,,0.107,,0.138,,,,,,0.338,,,,,0.0,0.044,0.073,0.09766666666666667,0.138,0.338
115,05-19,,,,0.043,,,,,,0.072,,,,0.098,0.085,,,0.107,,0.137,,,,,,0.338,,,,,0.0,0.043,0.072,0.09666666666666666,0.137,0.338
116,05-20,,,,0.042,,,,,,0.072,,,,0.097,0.083,,,0.106,,0.136,,,,,,0.338,,,,,0.0,0.042,0.072,0.09533333333333333,0.136,0.338
117,05-21,,,,0.042,,,,,,0.071,,,,0.097,0.083,,,0.106,,0.136,,,,,,0.338,,,,,0.0,0.042,0.071,0.09533333333333333,0.136,0.338
118,05-22,,,,0.042,,,,,,0.071,,,,,0.084,,,0.105,,0.135,,,,,,0.338,,,,,0.0,0.042,0.071,0.0945,0.135,0.338
119,05-23,,,,0.041,,,,,,0.07,,,,2.711,0.084,,,0.105,,2.371,,,,,,3.126,,,,,0.0,0.041,0.07,0.9666666666666667,2.371,3.126
120,06-00,,,,0.041,,,,,,0.07,,,,0.096,0.083,,,0.105,,0.135,,,,,,0.338,,,,,0.0,0.041,0.07,0.09466666666666666,0.135,0.338
121,06-01,,,,0.38,,,,,,0.656,,,,2.464,0.083,,,0.105,,2.363,,,,,,3.126,,,,,0.0,0.38,0.656,0.884,2.363,3.126
122,06-02,,,,0.041,,,,,,0.07,,,,0.888,0.083,,,0.106,,0.135,,,,,,0.338,,,,,0.0,0.041,0.07,0.359,0.135,0.338
123,06-03,,,,0.041,,,,,,0.07,,,,0.88,0.084,,,0.106,,0.135,,,,,,0.338,,,,,0.0,0.041,0.07,0.3566666666666667,0.135,0.338
124,06-04,,,,0.042,,,,,,0.07,,,,1.68,0.084,,,0.981,,2.371,,,,,,3.118,,,,,0.0,0.042,0.07,0.915,2.371,3.118
125,06-05,,,,0.042,,,,,,0.648,,,,0.888,0.084,,,,,0.136,,,,,,0.338,,,,,0.0,0.042,0.648,0.486,0.136,0.338
126,06-06,,,,0.38,,,,,,0.657,,,,,0.084,,,0.398,,,,,,,,,,,,,0.0,0.38,0.657,0.241,,
127,06-07,,,,0.38,,,,,,0.648,,,,1.973,0.087,,,0.106,,0.509,,,,,,3.127,,,,,0.0,0.38,0.648,0.722,0.509,3.127
128,06-08,,,,0.388,,,,,,0.071,,,,,0.086,,,0.107,,,,,,,,,,,,,0.0,0.388,0.071,0.0965,,
129,06-09,,,,0.377,,,,,,0.637,,,,3.59,0.085,,,0.107,,1.631,,,,,,3.972,,,,,0.0,0.377,0.637,1.260666666666667,1.631,3.972
130,06-10,,,,0.042,,,,,,0.071,,,,0.098,0.086,,,0.107,,0.135,,,,,,0.338,,,,,0.5,0.042,0.071,0.09699999999999999,0.135,0.338
131,06-11,,,,0.041,,,,,,0.071,,,,0.915,0.085,,,0.107,,1.249,,,,,,0.338,,,,,0.2,0.041,0.071,0.369,1.249,0.338
132,06-12,,,,0.042,0.018,,,,,0.071,,,,0.915,0.086,,,0.107,,1.249,,,,,,3.127,,,,,0.0,0.03,0.071,0.3693333333333333,1.249,3.127
133,06-13,,,,0.042,,,,,,0.071,,,,0.907,0.086,,,0.107,,1.249,,,,,,0.339,,,,,0.0,0.042,0.071,0.3666666666666667,1.249,0.339
134,06-14,,,,0.042,,,,,,0.071,,,,0.907,0.085,,,0.107,,0.135,,,,,,0.339,,,,,0.0,0.042,0.071,0.3663333333333333,0.135,0.339
135,06-15,,,,0.041,,,,,,0.07,,,,0.098,0.085,,,0.107,,0.135,,,,,,0.339,,,,,0.0,0.041,0.07,0.09666666666666666,0.135,0.339
136,06-16,,,,0.041,,,,,,0.07,,,,0.906,0.085,,,0.107,,1.249,,,,,,0.339,,,,,0.0,0.041,0.07,0.366,1.249,0.339
137,06-17,,,,0.041,,,,,,0.069,,,,0.906,0.084,,,0.106,,0.135,,,,,,0.339,,,,,0.0,0.041,0.069,0.3653333333333333,0.135,0.339
138,06-18,,,,0.041,,,,,,0.069,,,,1.689,0.083,,,0.106,,1.231,,,,,,0.339,,,,,0.0,0.041,0.069,0.626,1.231,0.339
139,06-19,,,,0.041,,,,,,0.069,,,,0.888,0.084,,,0.106,,1.247,,,,,,3.144,,,,,0.0,0.041,0.069,0.3593333333333333,1.247,3.144
140,06-20,,,,0.041,,,,,,0.069,,,,,0.083,,,0.105,,,,,,,,3.135,,,,,0.0,0.041,0.069,0.094,,3.135
141,06-21,,,,,,,,,,,,,,1.135,,,,0.105,,1.588,,,,,,0.339,,,,,0.0,,,0.62,1.588,0.339
142,06-22,,,,0.782,,,,,,0.249,,,,1.662,0.084,,,0.104,,3.371,,,,,,,,,,,0.0,0.782,0.249,0.6166666666666667,3.371,
143,06-23,,,,0.039,,,,,,0.067,,,,0.094,0.084,,,0.105,,0.132,,,,,,0.339,,,,,0.0,0.039,0.067,0.09433333333333332,0.132,0.339
144,07-00,,,,0.04,,,,,,0.067,,,,0.095,0.084,,,0.104,,0.132,,,,,,0.339,,,,,0.0,0.04,0.067,0.09433333333333332,0.132,0.339
145,07-01,,,,0.04,,,,,,0.067,,,,0.87,0.081,,,0.105,,0.132,,,,,,0.339,,,,,0.0,0.04,0.067,0.352,0.132,0.339
146,07-02,,,,0.04,,,,,,0.067,,,,0.095,0.081,,,0.105,,0.133,,,,,,0.339,,,,,0.0,0.04,0.067,0.09366666666666666,0.133,0.339
147,07-03,,,,0.04,,,,,,0.068,,,,0.095,0.082,,,0.105,,0.132,,,,,,0.34,,,,,0.0,0.04,0.068,0.09399999999999999,0.132,0.34
148,07-04,,,,0.04,,,,,,0.067,,,,0.096,0.083,,,0.105,,0.133,,,,,,0.339,,,,,0.0,0.04,0.067,0.09466666666666666,0.133,0.339
149,07-05,,,,0.04,,,,,,0.068,,,,0.097,0.084,,,0.106,,0.133,,,,,,0.339,,,,,0.0,0.04,0.068,0.09566666666666666,0.133,0.339
150,07-06,,,,0.04,,,,,,0.068,,,,0.096,0.083,,,0.106,,0.133,,,,,,0.339,,,,,0.0,0.04,0.068,0.09499999999999999,0.133,0.339
151,07-07,,,,0.04,,,,,,0.068,,,,0.097,0.082,,,0.106,,0.133,,,,,,0.339,,,,,0.0,0.04,0.068,0.09499999999999999,0.133,0.339
152,07-08,,,,0.708,,,,,,1.19,,,,0.097,0.083,,,0.106,,0.133,,,,,,3.145,,,,,0.0,0.708,1.19,0.09533333333333333,0.133,3.145
153,07-09,,,,0.04,,,,,,0.068,,,,0.097,0.084,,,0.106,,0.133,,,,,,0.34,,,,,0.0,0.04,0.068,0.09566666666666666,0.133,0.34
154,07-10,,,,0.04,,,,,,0.068,,,,0.906,0.084,,,0.106,,0.133,,,,,,0.339,,,,,0.0,0.04,0.068,0.3653333333333333,0.133,0.339
155,07-11,,,,0.04,,,,,,0.068,,,,0.098,0.084,,,0.107,,0.133,,,,,,0.34,,,,,0.0,0.04,0.068,0.09633333333333333,0.133,0.34
156,07-12,,,,0.04,,,,,,0.068,,,,0.098,0.084,,,0.107,,0.133,,,,,,0.34,,,,,0.0,0.04,0.068,0.09633333333333333,0.133,0.34
157,07-13,,,,0.04,,,,,,0.068,,,,0.098,0.086,,,0.107,,0.133,,,,,,0.34,,,,,0.0,0.04,0.068,0.09699999999999999,0.133,0.34
158,07-14,,,,0.04,,,,,,0.068,,,,,0.084,,,0.107,,,,,,,,0.34,,,,,0.0,0.04,0.068,0.0955,,0.34
159,07-15,,,,0.039,,,,,,0.067,,,,0.367,0.083,,,0.106,,0.495,,,,,,0.34,,,,,0.0,0.039,0.067,0.1853333333333333,0.495,0.34
